content,label,tokens
,0,['nan']
什么是水的化学除盐处理,1,"['什么', '是', '水', '的', '化学', '除盐', '处理']"
由于近年来锅炉向高温高压化迅速发展因此对于锅炉补给水水质的要求也越来越高需要把水中的盐类几乎除尽为此阴阳离子交换技术得到迅速的发展如用型阳离子交换剂与水中的各种阳离子进行交换而放出而用阴离子交换剂与水中的各种阴离子交换而放出这样当水经过这些阴阳离子交换剂的交换处理后就会把水中的各种盐类基本除尽这种方法就称为水的化学除盐处理,0,"['由于', '近年来', '锅炉', '向', '高温高压', '化', '迅速', '发展', '因此', '对于', '锅炉', '补给', '水', '水质', '的', '要求', '也', '越来越', '高', '需要', '把', '水中', '的', '盐类', '几乎', '除尽', '为此', '阴阳', '离子交换', '技术', '得到', '迅速', '的', '发展', '如用', '型', '阳离子', '交换', '剂', '与', '水中', '的', '各种', '阳离子', '进行', '交换', '而', '放出', '而用', '阴离子', '交换', '剂', '与', '水中', '的', '各种', '阴离子', '交换', '而', '放出', '这样', '当水', '经过', '这些', '阴阳', '离子交换', '剂', '的', '交换', '处理', '后', '就', '会', '把', '水中', '的', '各种', '盐类', '基本', '除尽', '这种', '方法', '就', '称为', '水', '的', '化学', '除盐', '处理']"
水的离子交换软化和化学除盐处理有什么不同,1,"['水', '的', '离子交换', '软化', '和', '化学', '除盐', '处理', '有', '什么', '不同']"
有三个不同,0,"['有', '三个', '不同']"
要除去水中的离子不同软化仅要求除去水中的硬度离子主要是和而化学除盐则必须把水中全部的成盐离子阳阴离子都除掉,0,"['要', '除去', '水中', '的', '离子', '不同', '软化', '仅', '要求', '除去', '水中', '的', '硬度', '离子', '主要', '是', '和', '而', '化学', '除盐', '则', '必须', '把', '水中', '全部', '的', '成盐', '离子', '阳', '阴离子', '都', '除掉']"
处理中使用的交换树脂有些不同因为水的软化只要求除去水中的硬度离子所以它可以使用阳离子交换树脂也可以使用磺化煤做交换剂,0,"['处理', '中', '使用', '的', '交换', '树脂', '有些', '不同', '因为', '水', '的', '软化', '只', '要求', '除去', '水中', '的', '硬度', '离子', '所以', '它', '可以', '使用', '阳离子', '交换', '树脂', '也', '可以', '使用', '磺化煤', '做', '交换', '剂']"
水的化学除盐是要除去水中的全部成盐离子所以它必须同时使用强酸性阳离子交换树脂和强碱性阴离子交换树脂而且不能使用盐型树脂在水处理中有时将一类的树脂称为盐型树脂,0,"['水', '的', '化学', '除盐', '是', '要', '除去', '水中', '的', '全部', '成盐', '离子', '所以', '它', '必须', '同时', '使用', '强', '酸性', '阳离子', '交换', '树脂', '和', '强', '碱性', '阴离子', '交换', '树脂', '而且', '不能', '使用', '盐型', '树脂', '在', '水', '处理', '中', '有时', '将', '一类', '的', '树脂', '称为', '盐型', '树脂']"
因为盐型树脂虽然可以除去水中原来的成盐离子但又生成新的成盐离子使水的含盐量基本不变,0,"['因为', '盐型', '树脂', '虽然', '可以', '除去', '水中', '原来', '的', '成盐', '离子', '但', '又', '生成', '新', '的', '成盐', '离子', '使水', '的', '含盐量', '基本', '不变']"
例如,0,['例如']
再比如,0,"['再', '比如']"
所以它除去水中的成盐离子必须同时使用强酸性阳树脂和强碱性阴树脂,0,"['所以', '它', '除去', '水中', '的', '成盐', '离子', '必须', '同时', '使用', '强', '酸性', '阳', '树脂', '和', '强', '碱性', '阴', '树脂']"
,0,['nan']
,0,['nan']
使用的再生剂不同水的离子交换软化其交换剂失效后可以用盐类来再生比如再生型离子交换剂就可以用食盐做再生剂,0,"['使用', '的', '再生', '剂', '不同', '水', '的', '离子交换', '软化', '其', '交换', '剂', '失效', '后', '可以', '用', '盐类', '来', '再生', '比如', '再生', '型', '离子交换', '剂', '就', '可以', '用', '食盐', '做', '再生', '剂']"
,0,['nan']
化学除盐工艺其交换剂失效后其再生剂必须为强酸或和强碱不使用盐类做再生剂,0,"['化学', '除盐', '工艺', '其', '交换', '剂', '失效', '后', '其', '再生', '剂', '必须', '为', '强酸', '或', '和', '强碱', '不', '使用', '盐类', '做', '再生', '剂']"
例如,0,['例如']
再生的结果使型离子交换树脂变成了盐酸树脂会影响化学除盐效果,0,"['再生', '的', '结果', '使型', '离子交换', '树脂', '变成', '了', '盐酸', '树脂', '会', '影响', '化学', '除盐', '效果']"
对阴离子交换树脂的再生也是如此即,0,"['对', '阴离子', '交换', '树脂', '的', '再生', '也', '是', '如此', '即']"
,0,['nan']
再生的结果也使型离子交换树脂变成了盐型树脂其结果也会影响化学除盐的效果,0,"['再生', '的', '结果', '也', '使型', '离子交换', '树脂', '变成', '了', '盐型', '树脂', '其', '结果', '也', '会', '影响', '化学', '除盐', '的', '效果']"
什么是一级复床除盐处理,1,"['什么', '是', '一级', '复床', '除', '盐', '处理']"
原水通过阳离子交换剂时水中的阳离子如等被交换剂所吸附而交换剂上可以交换的被置换到水中并且和水中的阴离子生成相应的无机酸其反应如下式,0,"['原水', '通过', '阳离子', '交换', '剂时', '水中', '的', '阳离子', '如', '等', '被', '交换', '剂', '所', '吸附', '而', '交换', '剂', '上', '可以', '交换', '的', '被', '置换', '到', '水中', '并且', '和', '水中', '的', '阴离子', '生成', '相应', '的', '无机酸', '其', '反应', '如下', '式']"
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
当含有无机酸的水通过阴离子交换剂时水中的阴离子如等被交换剂所吸附而交换剂上的可交换离子被置换于水中并和水中的结合成为其反应如下式,0,"['当', '含有', '无机酸', '的', '水', '通过', '阴离子', '交换', '剂时', '水中', '的', '阴离子', '如', '等', '被', '交换', '剂', '所', '吸附', '而', '交换', '剂', '上', '的', '可', '交换', '离子', '被', '置换', '于', '水中', '并', '和', '水中', '的', '结合', '成为', '其', '反应', '如下', '式']"
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
经过上述阴阳离子交换器处理的水水中的盐分被除去此即为一级复床的除盐处理一级复床除盐的处理过程通常是由强酸性型交换器除碳器以及强碱性型交换器组成如下图所示,0,"['经过', '上述', '阴阳', '离子交换', '器', '处理', '的', '水', '水中', '的', '盐分', '被', '除去', '此即', '为', '一级', '复床', '的', '除', '盐', '处理', '一级', '复床', '除', '盐', '的', '处理过程', '通常', '是', '由', '强', '酸性', '型', '交换器', '除碳器', '以及', '强', '碱性', '型', '交换器', '组成', '如下', '图', '所示']"
进水,0,['进水']
,0,['nan']
,0,['nan']
,0,['nan']
出水,0,['出水']
强酸性型交换器除碳器强碱性型交换器,0,"['强', '酸性', '型', '交换器', '除碳器', '强', '碱性', '型', '交换器']"
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
在一级复床除盐系统中一般在阴离子交换器前面设有除碳器以去除水中即去除减轻阴离子交换器的负担,0,"['在', '一级', '复床', '除', '盐', '系统', '中', '一般', '在', '阴离子', '交换器', '前面', '设有', '除碳器', '以', '去除', '水中', '即', '去除', '减轻', '阴离子', '交换器', '的', '负担']"
为什么一级复床除盐处理不以阴床阳床的顺序排列,1,"['为什么', '一级', '复床', '除', '盐', '处理', '不以', '阴床', '阳床', '的', '顺序排列']"
一级复床的除盐处理是以阳床阴床的顺序排列不可以颠倒为阴床阳床的顺序排列原因如下,0,"['一级', '复床', '的', '除', '盐', '处理', '是', '以阳床', '阴床', '的', '顺序排列', '不', '可以', '颠倒', '为', '阴床', '阳床', '的', '顺序排列', '原因', '如下']"
阴离子交换树脂失效再生时是用再生的如果阴床放在前面那么再生剂中的再生时被吸附的阴树脂上在运行时遇到水中的阴离子等产生反应其结果是生成等的沉淀附着的阴树脂的表面阻塞和污染树脂阻止其继续进行离子交换而且难以清除,0,"['阴离子', '交换', '树脂', '失效', '再生', '时', '是', '用', '再生', '的', '如果', '阴床', '放在', '前面', '那么', '再生', '剂', '中', '的', '再生', '时', '被', '吸附', '的', '阴', '树脂', '上', '在', '运行', '时', '遇到', '水中', '的', '阴离子', '等', '产生', '反应', '其', '结果', '是', '生成', '等', '的', '沉淀', '附着', '的', '阴', '树脂', '的', '表面', '阻塞', '和', '污染', '树脂', '阻止', '其', '继续', '进行', '离子交换', '而且', '难以', '清除']"
阴离子交换树脂的交换容量比阳离子交换树脂低得多又极易受到有机物的污染因此如果阴床放在阳床之前势必有更多机会遭受到有机污染交换容量还会更低对除盐水处理不利,0,"['阴离子', '交换', '树脂', '的', '交换', '容量', '比', '阳离子', '交换', '树脂', '低得', '多', '又', '极易', '受到', '有机物', '的', '污染', '因此', '如果', '阴床', '放在', '阳床', '之前', '势必', '有', '更', '多', '机会', '遭受', '到', '有机', '污染', '交换', '容量', '还会', '更', '低', '对', '除', '盐水', '处理', '不利']"
除盐水处理最难点之一是除去水中的硅酸根是由强碱阴离子交换树脂去除的但是硅酸根在碱性水中是以盐型存在的而在酸性水中是以硅酸形式存在的强碱阴离子交换树脂对于硅酸的交换能力要比酸盐的交换能力大得多即最好是在酸性水的情况下进行交换而阳离子交换塔的出水刚好是呈酸性的水因此阴床设置在阳床之后对去除水中的硅酸根十分有利,0,"['除', '盐水', '处理', '最', '难点', '之一', '是', '除去', '水中', '的', '硅酸根', '是', '由', '强碱', '阴离子', '交换', '树脂', '去除', '的', '但是', '硅酸根', '在', '碱性', '水中', '是', '以', '盐型', '存在', '的', '而', '在', '酸性', '水中', '是', '以', '硅酸', '形式', '存在', '的', '强碱', '阴离子', '交换', '树脂', '对于', '硅酸', '的', '交换', '能力', '要', '比', '酸盐', '的', '交换', '能力', '大得多', '即', '最好', '是', '在', '酸性', '水', '的', '情况', '下', '进行', '交换', '而', '阳离子', '交换', '塔', '的', '出水', '刚好', '是', '呈酸性', '的', '水', '因此', '阴床', '设置', '在', '阳床', '之后', '对', '去除', '水中', '的', '硅酸根', '十分', '有利']"
离子交换树脂的交换反应有可冷子管现象存在这是反离子作用所以要有很强的交换势离子交换才比较顺利进行把交换容量大的强酸阳树脂放在第一级交换下来的迅速与水中的阴离子生成无机酸再经过阴离子树脂交换下来的使与生成消除了反离子影响对阴离子交换反应十分有利,0,"['离子交换', '树脂', '的', '交换', '反应', '有', '可', '冷子管', '现象', '存在', '这是', '反离子', '作用', '所以', '要', '有', '很', '强', '的', '交换', '势', '离子交换', '才', '比较顺利', '进行', '把', '交换', '容量', '大', '的', '强酸', '阳', '树脂', '放在', '第一级', '交换', '下来', '的', '迅速', '与', '水中', '的', '阴离子', '生成', '无机酸', '再', '经过', '阴离子', '树脂', '交换', '下来', '的', '使', '与', '生成', '消除', '了', '反离子', '影响', '对', '阴离子', '交换', '反应', '十分', '有利']"
阳离子交换器的酸性出水可以中和水中的碱度生成的可通过除碳器除去所以阳床在前能够减轻阴床的负荷,0,"['阳离子', '交换器', '的', '酸性', '出水', '可以', '中', '和', '水中', '的', '碱度', '生成', '的', '可', '通过', '除碳器', '除去', '所以', '阳床', '在', '前', '能够', '减轻', '阴床', '的', '负荷']"
什么叫离子交换平衡及平衡常数,1,"['什么', '叫', '离子交换', '平衡', '及', '平衡常数']"
离子交换剂和水中离子之间的离子交换反应是可逆的并按等电荷摩尔量进行它们之间的离子交换根据质量作用定律当正反应速度和逆反应速度相等的时候溶液中各种离子的浓度就不再改变而达到平衡即称为离子交换平衡例如型强酸性阳离子交换树脂同水中进行交换其反应式如下,0,"['离子交换', '剂', '和', '水中', '离子', '之间', '的', '离子交换', '反应', '是', '可逆', '的', '并', '按', '等', '电荷', '摩尔', '量', '进行', '它们', '之间', '的', '离子交换', '根据', '质量', '作用', '定律', '当正', '反应速度', '和', '逆反应', '速度', '相等', '的', '时候', '溶液', '中', '各种', '离子', '的', '浓度', '就', '不再', '改变', '而', '达到', '平衡', '即', '称为', '离子交换', '平衡', '例如', '型', '强', '酸性', '阳离子', '交换', '树脂', '同', '水中', '进行', '交换', '其', '反应式', '如下']"
,0,['nan']
,0,['nan']
按照质量作用定律在离子交换反应达到平衡时树脂中含浓度和浓度的比值与水中浓度与浓度的比值成正比关系其比值在一定的温度条件下是一个常数称为平衡常数或选择性系数以表示,0,"['按照', '质量', '作用', '定律', '在', '离子交换', '反应', '达到', '平衡', '时', '树脂', '中含', '浓度', '和', '浓度', '的', '比值', '与', '水中', '浓度', '与', '浓度', '的', '比值', '成正比', '关系', '其', '比值', '在', '一定', '的', '温度', '条件', '下', '是', '一个', '常数', '称为', '平衡常数', '或', '选择性', '系数', '以', '表示']"
,0,['nan']
式中离子交换平衡常数,0,"['式', '中', '离子交换', '平衡常数']"
反应平衡时交换剂中浓度,0,"['反应', '平衡', '时', '交换', '剂', '中', '浓度']"
反应平衡时交换剂中浓度,0,"['反应', '平衡', '时', '交换', '剂', '中', '浓度']"
,0,['nan']
反应平衡时水溶液中浓度,0,"['反应', '平衡', '时', '水溶液', '中', '浓度']"
反应平衡时水溶液中浓度,0,"['反应', '平衡', '时', '水溶液', '中', '浓度']"
从平衡常数的大小可以看出交换剂上的变成的难易程度如果则容易到交换剂上去而把放出来越大就越容易吸附而放出对于一定的树脂来说与水中不同的离子有不同的交换能力因此值的大小各不相同如型强酸性阳离子交换树脂对水中常见的几种阳离子的平衡常数如下,0,"['从', '平衡常数', '的', '大小', '可以', '看出', '交换', '剂', '上', '的', '变成', '的', '难易', '程度', '如果', '则', '容易', '到', '交换', '剂', '上去', '而', '把', '放', '出来', '越大', '就', '越', '容易', '吸附', '而', '放出', '对于', '一定', '的', '树脂', '来说', '与', '水中', '不同', '的', '离子', '有', '不同', '的', '交换', '能力', '因此', '值', '的', '大小', '各不相同', '如型', '强', '酸性', '阳离子', '交换', '树脂', '对', '水中', '常见', '的', '几种', '阳离子', '的', '平衡常数', '如下']"
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
型强碱性阴离子交换树脂型对水中常见的几种阴离子的交换平衡常数如下,0,"['型', '强', '碱性', '阴离子', '交换', '树脂', '型', '对', '水中', '常见', '的', '几种', '阴离子', '的', '交换', '平衡常数', '如下']"
离子交换的过程是如何进行的,1,"['离子交换', '的', '过程', '是', '如何', '进行', '的']"
离子交换进行的过程可以用型树脂对于水中进行交换为例离子交换的过程分为以下五步进行,0,"['离子交换', '进行', '的', '过程', '可以', '用型', '树脂', '对于', '水中', '进行', '交换', '为例', '离子交换', '的', '过程', '分为', '以下', '五步', '进行']"
水中的逐步扩散至树脂颗粒表面的边界水膜处这步称为膜扩散,0,"['水中', '的', '逐步', '扩散', '至', '树脂', '颗粒', '表面', '的', '边界', '水膜', '处', '这步', '称为', '膜', '扩散']"
进入树脂颗粒内部的交联网孔并进行扩散这步称为内扩散,0,"['进入', '树脂', '颗粒', '内部', '的', '交联', '网孔', '并', '进行', '扩散', '这步', '称为', '内', '扩散']"
与树脂中的交换基团相接触并与交换基团上可交换的进行离子交换,0,"['与', '树脂', '中', '的', '交换', '基团', '相', '接触', '并', '与', '交换', '基团', '上', '可', '交换', '的', '进行', '离子交换']"
被交换下来的从树脂颗粒内部的交联网孔中向树脂的表面扩散,0,"['被', '交换', '下来', '的', '从', '树脂', '颗粒', '内部', '的', '交联', '网孔', '中向', '树脂', '的', '表面', '扩散']"
进一步扩散至树脂颗粒表面的边界膜处并进入水溶液中,0,"['进一步', '扩散', '至', '树脂', '颗粒', '表面', '的', '边界', '膜', '处', '并', '进入', '水溶液', '中']"
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
平衡常数值,0,"['平衡常数', '值']"
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
水中的阳离子,0,"['水中', '的', '阳离子']"
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
平衡常数值,0,"['平衡常数', '值']"
,0,['nan']
,0,['nan']
,0,['nan']
,0,['nan']
水中的阴离子,0,"['水中', '的', '阴离子']"
从此可见整个交换过程的速度取决于的扩散速度因此要使离子交换过程迅速而有效地进行就得设法使交换与被交换的离子扩散速度加快,0,"['从此', '可见', '整个', '交换', '过程', '的', '速度', '取决于', '的', '扩散', '速度', '因此', '要', '使', '离子交换', '过程', '迅速', '而', '有效', '地', '进行', '就', '得', '设法', '使', '交换', '与', '被', '交换', '的', '离子', '扩散', '速度', '加快']"
什么叫离子交换过程的分层失效原理,1,"['什么', '叫', '离子交换', '过程', '的', '分层', '失效', '原理']"
固定床的运行方式通常是使水自上而下地不断通过树脂层由于水和树脂层时水中的首先与处于表面层的树脂进行离子交换所以这树脂层很快就失去了交换水中的作用此后的水再通过该树脂层时水中的就不再与这层树脂进行交换了交换作用进入到下一层的树脂层由于处于上部的树脂层其交换树脂已呈型水通过该层后水质没有变化故这一层称为失效层,0,"['固定床', '的', '运行', '方式', '通常', '是', '使', '水', '自上而下', '地', '不断', '通过', '树脂层', '由于', '水', '和', '树脂层', '时', '水中', '的', '首先', '与', '处于', '表面层', '的', '树脂', '进行', '离子交换', '所以', '这', '树脂层', '很快', '就', '失去', '了', '交换', '水中', '的', '作用', '此后', '的', '水', '再', '通过', '该', '树脂层', '时', '水中', '的', '就', '不再', '与', '这层', '树脂', '进行', '交换', '了', '交换', '作用', '进入', '到', '下', '一层', '的', '树脂层', '由于', '处于', '上部', '的', '树脂层', '其', '交换', '树脂', '已', '呈', '型', '水', '通过', '该层', '后', '水质', '没有', '变化', '故', '这', '一层', '称为', '失效', '层']"
在失效层的下一层树脂称为工作层水在通过这一层时水中的就与树脂层中进行交换的平衡,0,"['在', '失效', '层', '的', '下', '一层', '树脂', '称为', '工作', '层水', '在', '通过', '这', '一层', '时', '水中', '的', '就', '与', '树脂层', '中', '进行', '交换', '的', '平衡']"
为了保证一定的出水质量处于交换床最下面的一层离子交换树脂相当于工作层的厚度不能发挥其全部的离子交换作用只能起到保护出水水质使出水中的不超过规定的标准故这一层树脂称为保护层,0,"['为了', '保证', '一定', '的', '出水', '质量', '处于', '交换', '床', '最', '下面', '的', '一层', '离子交换', '树脂', '相当于', '工作', '层', '的', '厚度', '不能', '发挥', '其', '全部', '的', '离子交换', '作用', '只能', '起到', '保护', '出水', '水质', '使出', '水中', '的', '不', '超过', '规定', '的', '标准', '故', '这', '一层', '树脂', '称为', '保护层']"
在交换床的整个交换过程中工作层自上而下不断的移动直至工作层的下缘与保护层下缘相重合时因为交换的不完全出水水中的残留量增加并很快地上升这称之为失效树脂失效后需要进行再生以恢复其交换能力在交换过程中整个树脂层就是这样从分层达到交换失效这就是一般所说的分层失效原理,0,"['在', '交换', '床', '的', '整个', '交换', '过程', '中', '工作', '层', '自上而下', '不断', '的', '移动', '直至', '工作', '层', '的', '下缘', '与', '保护层', '下缘', '相', '重合', '时', '因为', '交换', '的', '不', '完全', '出水', '水中', '的', '残留量', '增加', '并', '很快', '地', '上升', '这', '称之为', '失效', '树脂', '失效', '后', '需要', '进行', '再生', '以', '恢复', '其', '交换', '能力', '在', '交换', '过程', '中', '整个', '树脂层', '就是', '这样', '从', '分层', '达到', '交换', '失效', '这', '就是', '一般', '所说', '的', '分层', '失效', '原理']"
什么叫离子交换过程的分层吸附原理,1,"['什么', '叫', '离子交换', '过程', '的', '分层', '吸附', '原理']"
天然水中不会只含单纯一种阳离子通常都含有多种阳离子为了说明问题以含有和的水通过刚再生好的型离子交换树脂为例,0,"['天然', '水中', '不会', '只含', '单纯', '一种', '阳离子', '通常', '都', '含有', '多种', '阳离子', '为了', '说明', '问题', '以', '含有', '和', '的', '水', '通过', '刚', '再生', '好', '的', '型', '离子交换', '树脂', '为例']"
进水的初期由于交换树脂是型故水中各种阳离子都与树脂上的相交换但因各种阳离子选择性的不同交换树脂吸附的离子在树脂层中有分层现象即依据离子被树脂吸附能力的大小自上而下依次被吸附的顺序为,0,"['进水', '的', '初期', '由于', '交换', '树脂', '是', '型', '故', '水中', '各种', '阳离子', '都', '与', '树脂', '上', '的', '相', '交换', '但', '因', '各种', '阳离子', '选择性', '的', '不同', '交换', '树脂', '吸附', '的', '离子', '在', '树脂层', '中有', '分层', '现象', '即', '依据', '离子', '被', '树脂', '吸附', '能力', '的', '大小', '自上而下', '依次', '被', '吸附', '的', '顺序', '为']"
当交换床不断进水时由于比和更易被吸附于是进水中的可与已吸附了的树脂层进行交换被置换下来使吸附的交换层不断扩大而被置换下来的会连同进水中的一起又进入已吸附了的树脂层将置换下来使吸附的交换层不断扩大和下移,0,"['当', '交换', '床', '不断', '进水', '时', '由于', '比', '和', '更易', '被', '吸附', '于是', '进', '水中', '的', '可', '与', '已', '吸附', '了', '的', '树脂层', '进行', '交换', '被', '置换', '下来', '使', '吸附', '的', '交换', '层', '不断扩大', '而', '被', '置换', '下来', '的', '会', '连同', '进', '水中', '的', '一起', '又', '进入', '已', '吸附', '了', '的', '树脂层', '将', '置换', '下来', '使', '吸附', '的', '交换', '层', '不断扩大', '和', '下移']"
同理吸附的交换层也会不断扩大和下移,0,"['同理', '吸附', '的', '交换', '层', '也', '会', '不断扩大', '和', '下移']"
在吸附的树脂层下面有一层树脂层是和型树脂进行交换的区域可以把它看做是工作层所以当此层移动到交换床树脂层下沿时若再运行则进水中交换能力较小的就会首先出现在水中,0,"['在', '吸附', '的', '树脂层', '下面', '有', '一层', '树脂层', '是', '和', '型', '树脂', '进行', '交换', '的', '区域', '可以', '把', '它', '看做', '是', '工作', '层', '所以', '当此层', '移动', '到', '交换', '床', '树脂层', '下', '沿时', '若', '再', '运行', '则', '进', '水中', '交换', '能力', '较', '小', '的', '就', '会', '首先', '出现', '在', '水中']"
所以当含有的水自上而下地通过型交换树脂时它们在树脂层中的分布规律大体如下,0,"['所以', '当', '含有', '的', '水', '自上而下', '地', '通过', '型', '交换', '树脂', '时', '它们', '在', '树脂层', '中', '的', '分布', '规律', '大体', '如下']"
被吸附离子在树脂层中的分布是按其被交换树脂吸附能力的大小自上而下依次分布最上部是吸附能力最大的离子最下部是吸附能力最小的离子依据以上原理交换后的树脂层中的离子按自上而下的顺序排列和,0,"['被', '吸附', '离子', '在', '树脂层', '中', '的', '分布', '是', '按', '其', '被', '交换', '树脂', '吸附', '能力', '的', '大小', '自上而下', '依次', '分布', '最', '上部', '是', '吸附', '能力', '最大', '的', '离子', '最', '下部', '是', '吸附', '能力', '最小', '的', '离子', '依据', '以上', '原理', '交换', '后', '的', '树脂层', '中', '的', '离子', '按', '自上而下', '的', '顺序排列', '和']"
弱酸性树脂,0,"['弱酸性', '树脂']"
其交换基团如伯胺基仲胺基为烃基叔胺基,0,"['其', '交换', '基团', '如伯', '胺基', '仲', '胺基', '为烃', '基叔', '胺基']"
氧化还原树脂,0,"['氧化', '还原', '树脂']"
其交换基团如,0,"['其', '交换', '基团', '如']"
两性树脂,0,"['两性', '树脂']"
其交换基团如,0,"['其', '交换', '基团', '如']"
,0,['nan']
鳌合树脂,0,"['鳌合', '树脂']"
其交换基团如,0,"['其', '交换', '基团', '如']"
,0,['nan']
按结构分凝胶型和大孔型树脂,0,"['按', '结构', '分', '凝胶', '型', '和', '大', '孔型', '树脂']"
按聚合物的单体分苯乙烯类丙烯酸类酚醛类环氧类乙烯基吡啶类脲醛类和氯乙烯类等,0,"['按', '聚合物', '的', '单体', '分', '苯乙烯', '类', '丙烯酸', '类', '酚醛', '类', '环氧', '类', '乙烯基', '吡啶', '类', '脲醛', '类', '和', '氯乙烯', '类', '等']"
按用途分工业级食品级分析级核子级双层床用树脂高流速混床用树脂移动床用和覆盖过滤器用树脂等类,0,"['按', '用途', '分', '工业', '级', '食品级', '分析', '级', '核子', '级', '双层床', '用', '树脂', '高', '流速', '混床', '用', '树脂', '移动', '床用', '和', '覆盖', '过滤器', '用', '树脂', '等', '类']"
离子交换树脂有哪些主要性能,1,"['离子交换', '树脂', '有', '哪些', '主要', '性能']"
离子交换树脂是高分子化合物所以它的性能因制造工艺原料配方聚合温度交联剂等的不同而不同其主要性能分为两部分,0,"['离子交换', '树脂', '是', '高分子', '化合物', '所以', '它', '的', '性能', '因', '制造', '工艺', '原料', '配方', '聚合', '温度', '交联剂', '等', '的', '不同', '而', '不同', '其', '主要', '性能', '分为', '两', '部分']"
物理性能,0,['物理性能']
外观,0,['外观']
树脂是一种透明或半透明的物质因其组成不同颜色各异如苯乙烯树脂呈黄色也有呈黑色和赤褐色的但对性能影响不大一般情况下原料杂质多或交联剂多树脂的颜色稍深但树脂在运行过程中因为各种原因有时颜色也会变化树脂外形呈球状要求圆球率达到以上,0,"['树脂', '是', '一种', '透明', '或', '半透明', '的', '物质', '因', '其', '组成', '不同', '颜色', '各异', '如', '苯乙烯', '树脂', '呈', '黄色', '也', '有', '呈', '黑色', '和', '赤褐色', '的', '但', '对', '性能', '影响', '不', '大', '一般', '情况', '下', '原料', '杂质', '多', '或', '交联剂', '多', '树脂', '的', '颜色', '稍深', '但', '树脂', '在', '运行', '过程', '中', '因为', '各种', '原因', '有时', '颜色', '也', '会', '变化', '树脂', '外形', '呈', '球状', '要求', '圆球', '率', '达到', '以上']"
粒度,0,['粒度']
树脂颗粒的大小将影响交换速度压力损失反洗效果等颗粒大小不能相差太大用于水处理的离子交换树脂的颗粒以目为宜粒度的表示方法以有效粒径和不均匀系数来表示,0,"['树脂', '颗粒', '的', '大小', '将', '影响', '交换', '速度', '压力', '损失', '反洗', '效果', '等', '颗粒', '大小', '不能', '相差太大', '用于', '水', '处理', '的', '离子交换', '树脂', '的', '颗粒', '以目', '为', '宜', '粒度', '的', '表示', '方法', '以', '有效', '粒径', '和', '不', '均匀', '系数', '来', '表示']"
密度,0,['密度']
关系到水处理工艺和树脂装填量密度的表示方法有干真密度一般左右湿真密度一般之间视湿密度一般在之间,0,"['关系', '到', '水', '处理工艺', '和', '树脂', '装填', '量', '密度', '的', '表示', '方法', '有', '干', '真', '密度', '一般', '左右', '湿真', '密度', '一般', '之间', '视湿', '密度', '一般', '在', '之间']"
含水率,0,['含水率']
树脂的含水率越大表示孔隙率越大交联度越小,0,"['树脂', '的', '含水率', '越大', '表示', '孔隙率', '越大', '交联', '度越', '小']"
溶胀率,0,"['溶胀', '率']"
树脂浸水之后要溶胀它与交联度活性基团交换容量水中电解质密度可交换离子的性质等有关树脂在交换与再生过程中会发生胀缩现象多次胀缩树脂易碎裂,0,"['树脂', '浸水', '之后', '要', '溶胀', '它', '与', '交联', '度', '活性', '基团', '交换', '容量', '水中', '电解质', '密度', '可', '交换', '离子', '的', '性质', '等', '有关', '树脂', '在', '交换', '与', '再生', '过程', '中', '会', '发生', '胀', '缩', '现象', '多次', '胀', '缩', '树脂', '易', '碎裂']"
耐磨性,0,['耐磨性']
反映树脂的机械强度它应保证每年树脂耗量不超过,0,"['反映', '树脂', '的', '机械', '强度', '它', '应', '保证', '每年', '树脂', '耗量', '不', '超过']"
溶解性,0,['溶解性']
树脂内含有低聚合物要逐渐溶解在树脂使用过程中也会发生胶溶,0,"['树脂', '内', '含有', '低', '聚合物', '要', '逐渐', '溶解', '在', '树脂', '使用', '过程', '中', '也', '会', '发生', '胶溶']"
耐热性,0,['耐热性']
阳树脂耐温左右强碱性阴树脂可耐弱碱性阴树脂可耐温但在低于或等于时易结冰而破碎,0,"['阳', '树脂', '耐温', '左右', '强', '碱性', '阴', '树脂', '可耐弱', '碱性', '阴', '树脂', '可', '耐温', '但', '在', '低于', '或', '等于', '时易', '结冰', '而', '破碎']"
导电性,0,['导电性']
干树脂不导电湿树脂可电导,0,"['干', '树脂', '不', '导电', '湿', '树脂', '可', '电导']"
